"Market","date_char","Outcome","Back","Lay","Matched"
"2015 UK General Election - Most Seats","18/09/2014 08:44:11","Conservative",2.32,2.36,NA
"2015 UK General Election - Most Seats","18/09/2014 08:44:11","Labour",1.77,1.79,NA
"2015 UK General Election - Most Seats","18/09/2014 08:44:11","Liberal Democrat",460,1000,NA
"2015 UK General Election - Most Seats","18/09/2014 10:34:16","Any Other",90,120,NA
"2015 UK General Election - Most Seats","18/09/2014 10:34:16","Conservative",2.32,2.36,NA
"2015 UK General Election - Most Seats","18/09/2014 10:34:16","Labour",1.77,1.79,NA
"2015 UK General Election - Most Seats","18/09/2014 10:34:16","Liberal Democrat",460,1000,NA
"2015 UK General Election - Most Seats","18/09/2014 11:57:40","Any Other",90,120,NA
"2015 UK General Election - Most Seats","18/09/2014 11:57:40","Conservative",2.32,2.36,NA
"2015 UK General Election - Most Seats","18/09/2014 11:57:40","Labour",1.77,1.79,NA
"2015 UK General Election - Most Seats","18/09/2014 11:57:40","Liberal Democrat",460,1000,NA
"2015 UK General Election - Most Seats","18/09/2014 13:26:29","Any Other",90,120,NA
"2015 UK General Election - Most Seats","18/09/2014 13:26:29","Conservative",2.32,2.36,NA
"2015 UK General Election - Most Seats","18/09/2014 13:26:29","Labour",1.76,1.79,NA
"2015 UK General Election - Most Seats","18/09/2014 13:26:29","Liberal Democrat",460,1000,NA
"2015 UK General Election - Most Seats","18/09/2014 15:32:43","Any Other",90,120,NA
"2015 UK General Election - Most Seats","18/09/2014 15:32:43","Conservative",2.34,2.38,NA
"2015 UK General Election - Most Seats","18/09/2014 15:32:43","Labour",1.75,1.78,NA
"2015 UK General Election - Most Seats","18/09/2014 15:32:43","Liberal Democrat",460,1000,NA
"2015 UK General Election - Most Seats","18/09/2014 17:07:47","Any Other",90,120,NA
"2015 UK General Election - Most Seats","18/09/2014 17:07:47","Conservative",2.34,2.38,NA
"2015 UK General Election - Most Seats","18/09/2014 17:07:47","Labour",1.75,1.78,NA
"2015 UK General Election - Most Seats","18/09/2014 17:07:47","Liberal Democrat",460,1000,NA
"2015 UK General Election - Most Seats","18/09/2014 18:52:32","Any Other",90,120,NA
"2015 UK General Election - Most Seats","18/09/2014 18:52:32","Conservative",2.36,2.38,NA
"2015 UK General Election - Most Seats","18/09/2014 18:52:32","Labour",1.75,1.77,NA
"2015 UK General Election - Most Seats","18/09/2014 18:52:32","Liberal Democrat",460,1000,NA
"2015 UK General Election - Most Seats","18/09/2014 20:53:54","Any Other",90,120,NA
"2015 UK General Election - Most Seats","18/09/2014 20:53:54","Conservative",2.34,2.38,NA
"2015 UK General Election - Most Seats","18/09/2014 20:53:54","Labour",1.75,1.78,NA
"2015 UK General Election - Most Seats","18/09/2014 20:53:54","Liberal Democrat",460,1000,NA
"2015 UK General Election - Most Seats","18/09/2014 22:32:07","Any Other",90,120,NA
"2015 UK General Election - Most Seats","18/09/2014 22:32:07","Conservative",2.36,2.42,NA
"2015 UK General Election - Most Seats","18/09/2014 22:32:07","Labour",1.74,1.77,NA
"2015 UK General Election - Most Seats","18/09/2014 22:32:07","Liberal Democrat",460,1000,NA
"2015 UK General Election - Most Seats","18/09/2014 22:36:55","Any Other",90,120,NA
"2015 UK General Election - Most Seats","18/09/2014 22:36:55","Conservative",2.36,2.42,NA
"2015 UK General Election - Most Seats","18/09/2014 22:36:55","Labour",1.74,1.77,NA
"2015 UK General Election - Most Seats","18/09/2014 22:36:55","Liberal Democrat",460,1000,NA
"2015 UK General Election - Most Seats","18/09/2014 22:46:00","Any Other",90,120,NA
"2015 UK General Election - Most Seats","18/09/2014 22:46:00","Conservative",2.34,2.42,NA
"2015 UK General Election - Most Seats","18/09/2014 22:46:00","Labour",1.74,1.77,NA
"2015 UK General Election - Most Seats","18/09/2014 22:46:00","Liberal Democrat",460,1000,NA
"2015 UK General Election - Most Seats","18/09/2014 22:58:21","Any Other",90,120,NA
"2015 UK General Election - Most Seats","18/09/2014 22:58:21","Conservative",2.38,2.4,NA
"2015 UK General Election - Most Seats","18/09/2014 22:58:21","Labour",1.74,1.77,NA
"2015 UK General Election - Most Seats","18/09/2014 22:58:21","Liberal Democrat",460,1000,NA
"2015 UK General Election - Most Seats","18/09/2014 23:06:38","Any Other",90,120,NA
"2015 UK General Election - Most Seats","18/09/2014 23:06:38","Conservative",2.38,2.4,NA
"2015 UK General Election - Most Seats","18/09/2014 23:06:38","Labour",1.74,1.77,NA
"2015 UK General Election - Most Seats","18/09/2014 23:06:38","Liberal Democrat",460,1000,NA
"2015 UK General Election - Most Seats","18/09/2014 23:18:30","Any Other",90,120,NA
"2015 UK General Election - Most Seats","18/09/2014 23:18:30","Conservative",2.38,2.42,NA
"2015 UK General Election - Most Seats","18/09/2014 23:18:30","Labour",1.73,1.77,NA
"2015 UK General Election - Most Seats","18/09/2014 23:18:30","Liberal Democrat",460,1000,NA
"2015 UK General Election - Most Seats","18/09/2014 23:28:15","Any Other",90,120,NA
"2015 UK General Election - Most Seats","18/09/2014 23:28:15","Conservative",2.38,2.42,NA
"2015 UK General Election - Most Seats","18/09/2014 23:28:15","Labour",1.73,1.77,NA
"2015 UK General Election - Most Seats","18/09/2014 23:28:15","Liberal Democrat",460,1000,NA
"2015 UK General Election - Most Seats","18/10/2014 10:35:11","Any Other",65,75,NA
"2015 UK General Election - Most Seats","18/10/2014 10:35:11","Conservative",2.32,2.34,NA
"2015 UK General Election - Most Seats","18/10/2014 10:35:11","Labour",1.79,1.8,NA
"2015 UK General Election - Most Seats","18/10/2014 10:35:11","Liberal Democrat",350,NA,NA
"2015 UK General Election - Most Seats","18/10/2014 20:11:47","Any Other",55,70,NA
"2015 UK General Election - Most Seats","18/10/2014 20:11:47","Conservative",2.32,2.34,NA
"2015 UK General Election - Most Seats","18/10/2014 20:11:47","Labour",1.79,1.8,NA
"2015 UK General Election - Most Seats","18/10/2014 20:11:47","Liberal Democrat",350,NA,NA
"2015 UK General Election - Most Seats","18/11/2014 20:40:03","Any Other",50,60,NA
"2015 UK General Election - Most Seats","18/11/2014 20:40:03","Conservative",2.12,2.16,NA
"2015 UK General Election - Most Seats","18/11/2014 20:40:03","Labour",1.93,1.95,NA
"2015 UK General Election - Most Seats","18/11/2014 20:40:03","Liberal Democrat",890,NA,NA
"2015 UK General Election - Most Seats","19/06/2014 15:40:09","Any Other",130,170,NA
"2015 UK General Election - Most Seats","19/06/2014 15:40:09","Conservative",2.08,2.16,NA
"2015 UK General Election - Most Seats","19/06/2014 15:40:09","Labour",1.9,1.95,NA
"2015 UK General Election - Most Seats","19/06/2014 15:40:09","Liberal Democrat",440,840,NA
"2015 UK General Election - Most Seats","19/06/2014 19:08:23","Any Other",130,170,NA
"2015 UK General Election - Most Seats","19/06/2014 19:08:23","Conservative",2.08,2.1,NA
"2015 UK General Election - Most Seats","19/06/2014 19:08:23","Labour",1.93,1.95,NA
"2015 UK General Election - Most Seats","19/06/2014 19:08:23","Liberal Democrat",440,840,NA
"2015 UK General Election - Most Seats","19/08/2014 10:39:25","Any Other",95,140,NA
"2015 UK General Election - Most Seats","19/08/2014 10:39:25","Conservative",2.18,2.22,NA
"2015 UK General Election - Most Seats","19/08/2014 10:39:25","Labour",1.85,1.87,NA
"2015 UK General Election - Most Seats","19/08/2014 10:39:25","Liberal Democrat",770,1000,NA
"2015 UK General Election - Most Seats","19/09/2014 00:17:20","Any Other",90,120,NA
"2015 UK General Election - Most Seats","19/09/2014 00:17:20","Conservative",2.4,2.42,NA
"2015 UK General Election - Most Seats","19/09/2014 00:17:20","Labour",1.74,1.76,NA
"2015 UK General Election - Most Seats","19/09/2014 00:17:20","Liberal Democrat",460,1000,NA
"2015 UK General Election - Most Seats","19/09/2014 00:33:17","Any Other",90,120,NA
"2015 UK General Election - Most Seats","19/09/2014 00:33:17","Conservative",2.4,2.42,NA
"2015 UK General Election - Most Seats","19/09/2014 00:33:17","Labour",1.74,1.76,NA
"2015 UK General Election - Most Seats","19/09/2014 00:33:17","Liberal Democrat",460,1000,NA
"2015 UK General Election - Most Seats","19/09/2014 01:23:58","Any Other",90,120,NA
"2015 UK General Election - Most Seats","19/09/2014 01:23:58","Conservative",2.4,2.42,NA
"2015 UK General Election - Most Seats","19/09/2014 01:23:58","Labour",1.74,1.76,NA
"2015 UK General Election - Most Seats","19/09/2014 01:23:58","Liberal Democrat",460,1000,NA
"2015 UK General Election - Most Seats","19/09/2014 01:41:30","Any Other",90,120,NA
"2015 UK General Election - Most Seats","19/09/2014 01:41:30","Conservative",2.4,2.42,NA
"2015 UK General Election - Most Seats","19/09/2014 01:41:30","Labour",1.74,1.76,NA
"2015 UK General Election - Most Seats","19/09/2014 01:41:30","Liberal Democrat",460,1000,NA
"2015 UK General Election - Most Seats","19/09/2014 02:14:11","Any Other",90,120,NA
"2015 UK General Election - Most Seats","19/09/2014 02:14:11","Conservative",2.4,2.42,NA
"2015 UK General Election - Most Seats","19/09/2014 02:14:11","Labour",1.74,1.76,NA
"2015 UK General Election - Most Seats","19/09/2014 02:14:11","Liberal Democrat",460,1000,NA
"2015 UK General Election - Most Seats","19/09/2014 11:30:27","Any Other",90,120,NA
"2015 UK General Election - Most Seats","19/09/2014 11:30:27","Conservative",2.38,2.4,NA
"2015 UK General Election - Most Seats","19/09/2014 11:30:27","Labour",1.74,1.75,NA
"2015 UK General Election - Most Seats","19/09/2014 11:30:27","Liberal Democrat",560,1000,NA
"2015 UK General Election - Most Seats","19/10/2014 21:06:12","Any Other",42,70,NA
"2015 UK General Election - Most Seats","19/10/2014 21:06:12","Conservative",2.34,2.38,NA
"2015 UK General Election - Most Seats","19/10/2014 21:06:12","Labour",1.78,1.79,NA
"2015 UK General Election - Most Seats","19/10/2014 21:06:12","Liberal Democrat",260,NA,NA
"2015 UK General Election - Most Seats","19/11/2014 13:05:12","Any Other",50,60,NA
"2015 UK General Election - Most Seats","19/11/2014 13:05:12","Conservative",2.14,2.16,NA
"2015 UK General Election - Most Seats","19/11/2014 13:05:12","Labour",1.93,1.94,NA
"2015 UK General Election - Most Seats","19/11/2014 13:05:12","Liberal Democrat",890,NA,NA
"2015 UK General Election - Most Seats","19/11/2014 17:19:31","Any Other",50,60,NA
"2015 UK General Election - Most Seats","19/11/2014 17:19:31","Conservative",2.14,2.18,NA
"2015 UK General Election - Most Seats","19/11/2014 17:19:31","Labour",1.93,1.95,NA
"2015 UK General Election - Most Seats","19/11/2014 17:19:31","Liberal Democrat",890,NA,NA
"2015 UK General Election - Most Seats","20/06/2014 10:55:21","Any Other",130,180,NA
"2015 UK General Election - Most Seats","20/06/2014 10:55:21","Conservative",2.08,2.16,NA
"2015 UK General Election - Most Seats","20/06/2014 10:55:21","Labour",1.9,1.94,NA
"2015 UK General Election - Most Seats","20/06/2014 10:55:21","Liberal Democrat",440,790,NA
"2015 UK General Election - Most Seats","20/06/2014 16:53:17","Any Other",130,180,NA
"2015 UK General Election - Most Seats","20/06/2014 16:53:17","Conservative",2.08,2.16,NA
"2015 UK General Election - Most Seats","20/06/2014 16:53:17","Labour",1.9,1.95,NA
"2015 UK General Election - Most Seats","20/06/2014 16:53:17","Liberal Democrat",440,790,NA
"2015 UK General Election - Most Seats","20/06/2014 20:02:22","Any Other",130,180,NA
"2015 UK General Election - Most Seats","20/06/2014 20:02:22","Conservative",2.08,2.16,NA
"2015 UK General Election - Most Seats","20/06/2014 20:02:22","Labour",1.9,1.95,NA
"2015 UK General Election - Most Seats","20/06/2014 20:02:22","Liberal Democrat",440,790,NA
"2015 UK General Election - Most Seats","20/08/2014 14:34:47","Any Other",95,140,NA
"2015 UK General Election - Most Seats","20/08/2014 14:34:47","Conservative",2.2,2.22,NA
"2015 UK General Election - Most Seats","20/08/2014 14:34:47","Labour",1.84,1.85,NA
"2015 UK General Election - Most Seats","20/08/2014 14:34:47","Liberal Democrat",260,1000,NA
"2015 UK General Election - Most Seats","20/10/2014 09:18:56","Any Other",60,70,NA
"2015 UK General Election - Most Seats","20/10/2014 09:18:56","Conservative",2.36,2.38,NA
"2015 UK General Election - Most Seats","20/10/2014 09:18:56","Labour",1.77,1.78,NA
"2015 UK General Election - Most Seats","20/10/2014 09:18:56","Liberal Democrat",260,NA,NA
"2015 UK General Election - Most Seats","20/10/2014 16:52:54","Any Other",60,70,NA
"2015 UK General Election - Most Seats","20/10/2014 16:52:54","Conservative",2.36,2.4,NA
"2015 UK General Election - Most Seats","20/10/2014 16:52:54","Labour",1.77,1.78,NA
"2015 UK General Election - Most Seats","20/10/2014 16:52:54","Liberal Democrat",260,NA,NA
"2015 UK General Election - Most Seats","20/11/2014 10:51:31","Any Other",50,65,NA
"2015 UK General Election - Most Seats","20/11/2014 10:51:31","Conservative",2.12,2.16,NA
"2015 UK General Election - Most Seats","20/11/2014 10:51:31","Labour",1.93,1.95,NA
"2015 UK General Election - Most Seats","20/11/2014 10:51:31","Liberal Democrat",890,NA,NA
"2015 UK General Election - Most Seats","20/11/2014 18:05:57","Any Other",50,70,NA
"2015 UK General Election - Most Seats","20/11/2014 18:05:57","Conservative",2.14,2.16,NA
"2015 UK General Election - Most Seats","20/11/2014 18:05:57","Labour",1.93,1.94,NA
"2015 UK General Election - Most Seats","20/11/2014 18:05:57","Liberal Democrat",890,NA,NA
"2015 UK General Election - Most Seats","21/06/2014 09:45:28","Any Other",130,180,NA
"2015 UK General Election - Most Seats","21/06/2014 09:45:28","Conservative",2.08,2.14,NA
"2015 UK General Election - Most Seats","21/06/2014 09:45:28","Labour",1.91,1.95,NA
"2015 UK General Election - Most Seats","21/06/2014 09:45:28","Liberal Democrat",440,790,NA
"2015 UK General Election - Most Seats","21/06/2014 13:28:54","Any Other",130,180,NA
"2015 UK General Election - Most Seats","21/06/2014 13:28:54","Conservative",2.1,2.14,NA
"2015 UK General Election - Most Seats","21/06/2014 13:28:54","Labour",1.91,1.95,NA
"2015 UK General Election - Most Seats","21/06/2014 13:28:54","Liberal Democrat",440,790,NA
"2015 UK General Election - Most Seats","21/06/2014 16:10:32","Any Other",130,180,NA
"2015 UK General Election - Most Seats","21/06/2014 16:10:32","Conservative",2.1,2.14,NA
"2015 UK General Election - Most Seats","21/06/2014 16:10:32","Labour",1.91,1.94,NA
"2015 UK General Election - Most Seats","21/06/2014 16:10:32","Liberal Democrat",440,790,NA
"2015 UK General Election - Most Seats","21/06/2014 19:53:11","Any Other",130,180,NA
"2015 UK General Election - Most Seats","21/06/2014 19:53:11","Conservative",2.1,2.14,NA
"2015 UK General Election - Most Seats","21/06/2014 19:53:11","Labour",1.91,1.94,NA
"2015 UK General Election - Most Seats","21/06/2014 19:53:11","Liberal Democrat",440,790,NA
"2015 UK General Election - Most Seats","21/07/2014 21:15:34","Any Other",140,180,NA
"2015 UK General Election - Most Seats","21/07/2014 21:15:34","Conservative",2.14,2.18,NA
"2015 UK General Election - Most Seats","21/07/2014 21:15:34","Labour",1.89,1.9,NA
"2015 UK General Election - Most Seats","21/07/2014 21:15:34","Liberal Democrat",620,1000,NA
"2015 UK General Election - Most Seats","21/08/2014 15:27:21","Any Other",95,140,NA
"2015 UK General Election - Most Seats","21/08/2014 15:27:21","Conservative",2.24,2.28,NA
"2015 UK General Election - Most Seats","21/08/2014 15:27:21","Labour",1.82,1.84,NA
"2015 UK General Election - Most Seats","21/08/2014 15:27:21","Liberal Democrat",260,1000,NA
"2015 UK General Election - Most Seats","21/09/2014 01:11:26","Any Other",90,110,NA
"2015 UK General Election - Most Seats","21/09/2014 01:11:26","Conservative",2.38,2.42,NA
"2015 UK General Election - Most Seats","21/09/2014 01:11:26","Labour",1.74,1.75,NA
"2015 UK General Election - Most Seats","21/09/2014 01:11:26","Liberal Democrat",620,1000,NA
"2015 UK General Election - Most Seats","21/09/2014 15:53:08","Any Other",90,110,NA
"2015 UK General Election - Most Seats","21/09/2014 15:53:08","Conservative",2.38,2.4,NA
"2015 UK General Election - Most Seats","21/09/2014 15:53:08","Labour",1.74,1.75,NA
"2015 UK General Election - Most Seats","21/09/2014 15:53:08","Liberal Democrat",620,1000,NA
"2015 UK General Election - Most Seats","21/09/2014 19:19:18","Any Other",90,120,NA
"2015 UK General Election - Most Seats","21/09/2014 19:19:18","Conservative",2.38,2.4,NA
"2015 UK General Election - Most Seats","21/09/2014 19:19:18","Labour",1.74,1.75,NA
"2015 UK General Election - Most Seats","21/09/2014 19:19:18","Liberal Democrat",620,1000,NA
"2015 UK General Election - Most Seats","21/10/2014 11:23:13","Any Other",60,85,NA
"2015 UK General Election - Most Seats","21/10/2014 11:23:13","Conservative",2.4,2.42,NA
"2015 UK General Election - Most Seats","21/10/2014 11:23:13","Labour",1.74,1.76,NA
"2015 UK General Election - Most Seats","21/10/2014 11:23:13","Liberal Democrat",260,NA,NA
"2015 UK General Election - Most Seats","21/11/2014 17:37:43","Any Other",55,65,NA
"2015 UK General Election - Most Seats","21/11/2014 17:37:43","Conservative",2.14,2.18,NA
"2015 UK General Election - Most Seats","21/11/2014 17:37:43","Labour",1.91,1.93,NA
"2015 UK General Election - Most Seats","21/11/2014 17:37:43","Liberal Democrat",890,NA,NA
"2015 UK General Election - Most Seats","22/06/2014 09:57:16","Any Other",130,180,NA
"2015 UK General Election - Most Seats","22/06/2014 09:57:16","Conservative",2.08,2.14,NA
